# Iteration Energy MinEnergy Delta temp realtemp dtheta realdtheta MagneticFieldX Y Z MagnetizationX Y Z
178 -41605.4 -46236 4630.58 0.01 0.00999829 0.1 0.0999914 0.08 0 0 0.415311 -0.202709 -0.035165
179 -41630 -46236 4605.98 0.01 0.00999452 0.1 0.0999726 0.08 0 0 0.417113 -0.203501 -0.0357911
180 -41673 -46236 4562.98 0.01 0.00999434 0.1 0.0999717 0.08 0 0 0.419969 -0.204027 -0.0354963
181 -41678.5 -46236 4557.46 0.01 0.00999947 0.1 0.0999973 0.08 0 0 0.422159 -0.204319 -0.0344228
182 -41718.9 -46236 4517.07 0.01 0.010001 0.1 0.100005 0.08 0 0 0.423415 -0.204042 -0.0369531
183 -41740.7 -46236 4495.3 0.01 0.00999716 0.1 0.0999858 0.08 0 0 0.425153 -0.204732 -0.0371338
184 -41779.9 -46236 4456.08 0.01 0.00999797 0.1 0.0999898 0.08 0 0 0.426935 -0.205146 -0.035433
185 -41799.3 -46236 4436.65 0.01 0.0100037 0.1 0.100019 0.08 0 0 0.42771 -0.204831 -0.0351815
186 -41801.7 -46236 4434.28 0.01 0.00999579 0.1 0.0999789 0.08 0 0 0.430664 -0.204583 -0.0351686
187 -41814.9 -46236 4421.12 0.01 0.0100023 0.1 0.100012 0.08 0 0 0.432695 -0.206126 -0.0358289
188 -41841.8 -46236 4394.22 0.01 0.00999673 0.1 0.0999836 0.08 0 0 0.434326 -0.206462 -0.0357149
189 -41858.4 -46236 4377.54 0.01 0.0100015 0.1 0.100007 0.08 0 0 0.436446 -0.20667 -0.0363476
190 -41858.3 -46236 4377.71 0.01 0.00999668 0.1 0.0999834 0.08 0 0 0.438506 -0.207232 -0.0368153
191 -41867.1 -46236 4368.89 0.01 0.0100065 0.1 0.100032 0.08 0 0 0.439941 -0.206988 -0.036344
192 -41899.6 -46236 4336.36 0.01 0.0100025 0.1 0.100012 0.08 0 0 0.441683 -0.20817 -0.036524
193 -41908.4 -46236 4327.62 0.01 0.0100004 0.1 0.100002 0.08 0 0 0.444959 -0.208879 -0.0365269
194 -41944.6 -46236 4291.36 0.01 0.00999649 0.1 0.0999824 0.08 0 0 0.447573 -0.210173 -0.0356133
195 -41965.3 -46236 4270.67 0.01 0.0100029 0.1 0.100015 0.08 0 0 0.447468 -0.211094 -0.0358218
196 -41974.8 -46236 4261.23 0.01 0.00999696 0.1 0.0999848 0.08 0 0 0.449382 -0.210757 -0.0360711
197 -41983.4 -46236 4252.53 0.01 0.00999771 0.1 0.0999886 0.08 0 0 0.450542 -0.211206 -0.0360066
198 -41989.1 -46236 4246.92 0.01 0.0100031 0.1 0.100016 0.08 0 0 0.452299 -0.211097 -0.0363676
199 -42006.5 -46236 4229.52 0.01 0.00999982 0.1 0.0999991 0.08 0 0 0.453478 -0.2117 -0.036853
200 -42016.6 -46236 4219.37 0.01 0.0100061 0.1 0.10003 0.08 0 0 0.455413 -0.212416 -0.0370576
201 -42018.2 -46236 4217.75 0.01 0.00999368 0.1 0.0999684 0.08 0 0 0.456859 -0.212966 -0.0352308
202 -42032.3 -46236 4203.7 0.01 0.00999925 0.1 0.0999963 0.08 0 0 0.458965 -0.214635 -0.0363368
203 -42052.3 -46236 4183.67 0.01 0.00999817 0.1 0.0999908 0.08 0 0 0.461104 -0.214819 -0.035801
204 -42090.1 -46236 4145.91 0.01 0.00999851 0.1 0.0999926 0.08 0 0 0.463398 -0.214497 -0.0365995
205 -42089.5 -46236 4146.48 0.01 0.00999743 0.1 0.0999872 0.08 0 0 0.464259 -0.214613 -0.0373828
206 -42113.3 -46236 4122.67 0.01 0.00999703 0.1 0.0999851 0.08 0 0 0.465681 -0.216174 -0.037216
207 -42129.2 -46236 4106.82 0.01 0.0100058 0.1 0.100029 0.08 0 0 0.467181 -0.216918 -0.0370893
208 -42140.7 -46236 4095.25 0.01 0.00999255 0.1 0.0999627 0.08 0 0 0.468712 -0.218081 -0.0381571
209 -42167.7 -46236 4068.3 0.01 0.0100032 0.1 0.100016 0.08 0 0 0.471493 -0.219634 -0.037331
210 -42175.1 -46236 4060.89 0.01 0.0100057 0.1 0.100028 0.08 0 0 0.4727 -0.219396 -0.0370449
211 -42190.6 -46236 4045.39 0.01 0.00999935 0.1 0.0999967 0.08 0 0 0.475094 -0.22062 -0.037738
212 -42194.1 -46236 4041.89 0.01 0.0100062 0.1 0.100031 0.08 0 0 0.475962 -0.22167 -0.0380803
213 -42222.6 -46236 4013.43 0.01 0.00999779 0.1 0.0999889 0.08 0 0 0.477389 -0.222971 -0.038011
214 -42206.9 -46236 4029.1 0.01 0.00999591 0.1 0.0999795 0.08 0 0 0.4783 -0.22425 -0.038924
215 -42225.2 -46236 4010.77 0.01 0.00999832 0.1 0.0999916 0.08 0 0 0.48052 -0.223193 -0.0400311
216 -42253.5 -46236 3982.45 0.01 0.0100003 0.1 0.100002 0.08 0 0 0.482369 -0.224057 -0.0403316
217 -42244.2 -46236 3991.79 0.01 0.00999932 0.1 0.0999966 0.08 0 0 0.483118 -0.225098 -0.0408878
218 -42269 -46236 3966.97 0.01 0.0099991 0.1 0.0999955 0.08 0 0 0.484975 -0.225871 -0.0413798
219 -42279.2 -46236 3956.75 0.01 0.0100027 0.1 0.100014 0.08 0 0 0.486394 -0.226762 -0.04193
220 -42287.2 -46236 3948.79 0.01 0.00999784 0.1 0.0999892 0.08 0 0 0.487706 -0.227121 -0.0420396
